ID1,ID2,SNP_count_0.001,PRS_0.001,SNP_count_0.01,PRS_0.01,SNP_count_0.05,PRS_0.05,SNP_count_0.1,PRS_0.1,SNP_count_0.2,PRS_0.2,SNP_count_0.5,PRS_0.5
Family79,Child,2,-0.1022671846164249,13,-0.02413717689479415,14,-0.014995390538579354,18,-0.011984271386752541,21,-0.011004741510704644,33,-0.006110021351702246
Family79,Mother,2,-0.08030335311401635,13,-0.02812307546574792,14,-0.018696582068750713,18,-0.015646886943460676,21,-0.01341161738010915,33,-0.007975945121996623
Family79,Father,2,-0.08030335311401635,13,-0.032067154035665166,14,-0.022358940740816728,18,-0.01669568218701879,21,-0.015043093625218572,33,-0.008811088463159325
Family80,Father,2,-0.1022671846164249,13,-0.034126440088806165,14,-0.02427113493301908,18,-0.0180207811734743,21,-0.014680624478827727,33,-0.007124923757871577
Family80,Mother,2,-0.08030335311401635,13,-0.030359518038146092,14,-0.024296687331963385,18,-0.01681961243188243,21,-0.01429847578922047,33,-0.008292377652493469
Family81,Child,2,-0.05113359230821245,13,-0.034062723922133546,14,-0.024397412478416314,18,-0.020842712335417152,21,-0.017014338241619194,33,-0.01049597803097137
Family82,Father,2,-0.08030335311401635,13,-0.027032186448501225,14,-0.017683613695593063,18,-0.014075111619985425,21,-0.012796890282047117,33,-0.00564828687122183
Family83,Child,2,-0.08030335311401635,13,-0.024705536375066308,14,-0.015523152913117788,18,-0.014194459179442334,21,-0.013631697083641222,33,-0.007831884214082633
Family84,Father,2,-0.1022671846164249,13,-0.03401778226083687,14,-0.02417023837847616,18,-0.015870631783890768,21,-0.013603398671906372,33,-0.007727806566496821
Family84,Mother,2,-0.05113359230821245,13,-0.026162849270561887,14,-0.02039978061920662,18,-0.015060517563916083,21,-0.014246406277736535,33,-0.007310664730062939
Family85,Father,2,-0.1022671846164249,13,-0.0310187934085314,14,-0.021385463015621085,18,-0.017854180730698284,21,-0.01368698033913849,33,-0.007158337909950702
Family85,Mother,2,-0.1022671846164249,13,-0.028081086977836487,14,-0.018657592758547236,18,-0.014832650891172007,21,-0.011744522137016022,33,-0.006479654179982005
Family86,Father,2,-0.08030335311401635,13,-0.030130469512248233,14,-0.02056059082621529,18,-0.014119007511152974,21,-0.01210200643813112,33,-0.007178499909455002
Family86,Mother,2,-0.08030335311401635,13,-0.034853799290379454,14,-0.024946539905908567,18,-0.019724054228008596,21,-0.017837392243359375,33,-0.00980180622357397
Family87,Mother,2,-0.1022671846164249,13,-0.030374087706216038,14,-0.020786807720613965,18,-0.0143662429355445,21,-0.013046431409669181,33,-0.006786461723114923
Family88,Child,2,-0.1022671846164249,13,-0.03887905437274348,14,-0.028684276768103728,18,-0.02157073499731836,21,-0.01909408375573602,33,-0.011546099253182182
Family88,Mother,2,-0.08030335311401635,13,-0.025354098981653576,14,-0.019648798208077474,18,-0.011404881611922381,21,-0.009733070622210837,33,-0.004438171004365067
Family88,Father,2,-0.073097423810621,13,-0.035378094172334604,14,-0.02543338515343834,18,-0.019940548479718767,21,-0.017569154462339902,33,-0.010893978668895642
Family89,Child,2,-0.1022671846164249,13,-0.031068650276437845,14,-0.021431758678677065,18,-0.016882762962408565,21,-0.013620095921897547,33,-0.008057966101155478
Family89,Mother,2,-0.1022671846164249,13,-0.03794649022814055,14,-0.02781832434811529,18,-0.018817837165242914,21,-0.016862083606553533,33,-0.009898705802151854
Family89,Father,2,-0.08030335311401635,13,-0.024286655985085573,14,-0.015134192550992817,18,-0.011976286567846809,21,-0.010274680184072118,33,-0.00435274537372291
Family90,Child,2,-0.1022671846164249,13,-0.02706518040077304,14,-0.017714250936988325,18,-0.011957545577601049,21,-0.01098183367428908,33,-0.006351918174819509
Family90,Father,2,-0.073097423810621,13,-0.0211355974646224,14,-0.012208209639134155,18,-0.008754447884568896,21,-0.007810899485892338,33,-0.004720044869341334
Family91,Child,2,-0.1022671846164249,13,-0.03141734818439023,14,-0.021755549593204287,18,-0.016065783032724813,21,-0.013950131620286656,33,-0.007750417274533135
Family91,Mother,2,-0.1022671846164249,13,-0.04196374506924147,14,-0.03154863241485186,18,-0.025547483367208666,21,-0.021770216322153816,33,-0.01142985736559613
Family91,Father,2,-0.1022671846164249,13,-0.04142538511932192,14,-0.031048726747069426,18,-0.022231793572004763,21,-0.019788331955206552,33,-0.012143128157172015
Family92,Father,2,-0.08030335311401635,13,-0.02803501668358008,14,-0.01861481319959486,18,-0.015634078679746487,21,-0.013282304001675375,33,-0.00787745505804907
Family92,Mother,2,-0.073097423810621,13,-0.029422050157120627,14,-0.019902772853596797,18,-0.014785329385847732,21,-0.01340564836707195,33,-0.006875972556041955
Family93,Child,2,-0.1022671846164249,13,-0.02857548899948411,14,-0.01911668035007717,18,-0.015876619082166338,21,-0.012970397821731658,33,-0.007668918413030567
Family93,Mother,2,-0.08030335311401635,13,-0.022358862674263517,14,-0.01334409876237234,18,-0.011437623148469606,21,-0.009803676984402519,33,-0.005008065072184327
Family94,Mother,2,-0.1022671846164249,13,-0.036558719069562234,14,-0.026529679700864003,18,-0.019777427104020348,21,-0.0167819116228412,33,-0.011390227182633614
Family95,Child,2,-0.1022671846164249,13,-0.03517699989799384,14,-0.02524665475583621,18,-0.01979688196069024,21,-0.018391231565273933,33,-0.011900410390793138
Family95,Mother,2,-0.1022671846164249,13,-0.030717386378993367,14,-0.021105585059621484,18,-0.01763649787603193,21,-0.014308696607297347,33,-0.007778476980880697
Family95,Father,2,-0.08030335311401635,13,-0.032726120931728886,14,-0.0229708385728759,18,-0.01807145569597809,21,-0.015371484301302465,33,-0.00900930089032629
Family96,Mother,2,-0.1022671846164249,13,-0.040025040164968426,14,-0.029748406432312607,18,-0.023296676141065422,21,-0.018734856097242587,33,-0.01193946876953906
Family97,Child,2,-0.1022671846164249,13,-0.03385914637818325,14,-0.024022933630297803,18,-0.01575149290193068,21,-0.01179959210989242,33,-0.006289728370510371
Family97,Mother,2,-0.1022671846164249,13,-0.036499914743561894,14,-0.02647507568386368,18,-0.01969030432431868,21,-0.01602655994639193,33,-0.008906808387204026
Family97,Father,2,-0.1022671846164249,13,-0.032131963710730134,14,-0.02241912115337705,18,-0.0165803260115305,21,-0.014211708009883287,33,-0.008608468918307414
Family98,Child,2,-0.08030335311401635,13,-0.034237906745208865,14,-0.024374639685393013,18,-0.016140983995565385,21,-0.01405713177644406,33,-0.007140828992199491
Family98,Mother,2,-0.1022671846164249,13,-0.035556012496474276,14,-0.02559859502585376,18,-0.020962096848365384,21,-0.01759392358958435,33,-0.010139551610872537
Family98,Father,2,-0.08030335311401635,13,-0.024608506420114293,14,-0.019141904815384237,18,-0.01402914732143435,21,-0.012757492311860482,33,-0.008238848008999365
Family99,Child,2,-0.1022671846164249,13,-0.034909912076899245,14,-0.02499864463624837,18,-0.018131082577762494,21,-0.016273436817284607,33,-0.009870860096467215
Family99,Mother,2,-0.073097423810621,13,-0.03063124713202383,14,-0.021025598616006915,18,-0.015496475149131507,21,-0.01533887624135974,33,-0.00928402122347865
Family99,Father,2,-0.073097423810621,13,-0.029058193051725058,14,-0.01956490554144377,18,-0.01733804455702921,21,-0.01691736430527205,33,-0.010716821615455164
Family100,Child,2,-0.1022671846164249,13,-0.032688500267700184,14,-0.022935905099134957,18,-0.018944138189315087,21,-0.016025121793656914,33,-0.009639047442485381
Family100,Mother,2,-0.1022671846164249,13,-0.03636993464303278,14,-0.026354379876229513,18,-0.02160295190483308,21,-0.02038848058999438,33,-0.012857183935769066
Family100,Father,2,-0.1022671846164249,13,-0.03495583989228234,14,-0.025041291893389817,18,-0.0187357340823233,21,-0.01661711562074285,33,-0.01117346565664507
Family101,Child,2,-0.1022671846164249,13,-0.02248196315409386,14,-0.013458406350786227,18,-0.00866637520345626,21,-0.00889333938993887,33,-0.00460891305117183
Family101,Father,2,-0.073097423810621,13,-0.035321273940919766,14,-0.025380623509981715,18,-0.020061674808954377,21,-0.01711992858614763,33,-0.009821380415854432
Family102,Child,2,-0.1022671846164249,13,-0.035180547588446076,14,-0.02524994903982757,18,-0.01968193400723863,21,-0.016718643791720864,33,-0.010004198071625442
Family102,Mother,2,-0.08030335311401635,13,-0.030084127071652218,14,-0.02051755855994756,18,-0.017063201992169336,21,-0.01668178496396359,33,-0.010013341899981284
Family102,Father,2,-0.1022671846164249,13,-0.024151871965248935,14,-0.015009035961144512,18,-0.009917073444658578,21,-0.007692047094691618,33,-0.004557306194985285
Family103,Child,2,-0.1022671846164249,13,-0.03529991627575462,14,-0.02536079139232836,18,-0.019930307888885564,21,-0.01623227728744926,33,-0.00991744055242898
Family103,Mother,2,-0.08030335311401635,13,-0.02261142527076959,14,-0.013578621173413689,18,-0.010720176495255153,21,-0.009661553312953456,33,-0.005964519757942807
Family103,Father,2,-0.1022671846164249,13,-0.04015979109258479,14,-0.029873532293670655,18,-0.024340070451731744,21,-0.02159542642354396,33,-0.014465641878993083
Family104,Child,2,-0.1022671846164249,13,-0.03564616327453778,14,-0.025682306462627015,18,-0.020129585420155267,21,-0.016530713163991188,33,-0.009507804291567534
Family104,Mother,2,-0.1022671846164249,13,-0.03122587661227144,14,-0.021577754561951126,18,-0.013847454310448195,21,-0.011835996061150674,33,-0.0057713717732882875
Family105,Child,2,-0.1022671846164249,13,-0.03006440030515708,14,-0.02402264943704502,18,-0.017945024850939365,21,-0.016293419215101593,33,-0.010104937248484025
Family105,Mother,2,-0.08030335311401635,13,-0.029964505784589337,14,-0.020406481650532028,18,-0.0167782183801505,21,-0.01382828159602049,33,-0.007798608775059102
Family106,Child,2,-0.1022671846164249,13,-0.030075778528180372,14,-0.020509806341009417,18,-0.01627326145530926,21,-0.013915259328174445,33,-0.006362783856943521
Family107,Father,2,-0.08030335311401635,13,-0.030292847588082816,14,-0.020711370468061686,18,-0.015298296701870887,21,-0.012389608548318862,33,-0.0061769686063042496
Family108,Mother,2,-0.05113359230821245,13,-0.02202086077524416,14,-0.013030239856140078,18,-0.009440025943381395,21,-0.007240607048445686,33,-0.003619895649723776
Family109,Child,2,-0.08030335311401635,13,-0.025234527957443312,14,-0.01601435938246786,18,-0.011651202614447954,21,-0.009996036795444528,33,-0.004997967346557541
Family109,Father,2,-0.08030335311401635,13,-0.026824587906830972,14,-0.017490843621184974,18,-0.012702568275568569,21,-0.009994529716597774,33,-0.0041522986485490465
Family110,Child,2,-0.08030335311401635,13,-0.014029571547286884,14,-0.005609757001608322,18,-0.0026429504400130896,21,-0.0021470512247610354,33,0.0005900384467545271
Family110,Mother,2,-0.1022671846164249,13,-0.0331524917615807,14,-0.023366754343452582,18,-0.015357073174056157,21,-0.013257581651125398,33,-0.008323091134399952
Family110,Father,2,-0.073097423810621,13,-0.024774503440051145,14,-0.015587193759175137,18,-0.013344415753462546,21,-0.012170579539313216,33,-0.0076823477624381195
Family111,Child,2,-0.073097423810621,13,-0.024879592783954116,14,-0.015684776721370752,18,-0.011344070799076508,21,-0.009605154389672535,33,-0.004445710610704708
Family112,Child,2,-0.08030335311401635,13,-0.032248593357693756,14,-0.022527420111271845,18,-0.017565979741912863,21,-0.014938219197817983,33,-0.007587148216230142
Family113,Father,2,-0.1022671846164249,13,-0.041916295640968756,14,-0.03150457223145577,18,-0.02380895112418249,21,-0.02131964173502427,33,-0.01309758410569258
Family114,Father,2,-0.08030335311401635,13,-0.02987950488930924,14,-0.020327552247771937,18,-0.014353867174656278,21,-0.012993281426613787,33,-0.006879945686705217
Family114,Mother,2,-0.1022671846164249,13,-0.02814384053312994,14,-0.018715863917034014,18,-0.012523624986749906,21,-0.011467044596416672,33,-0.006902897347588274
Family115,Child,2,-0.1022671846164249,13,-0.029096132982057606,14,-0.019600135476752566,18,-0.015403576508963167,21,-0.013127272900440877,33,-0.007231375692259279
Family115,Father,2,-0.05113359230821245,13,-0.02618431966386222,14,-0.016896308824142562,18,-0.014246674419876556,21,-0.01213564253836664,33,-0.0058479601479353395
Family116,Father,2,-0.1022671846164249,13,-0.03198102000251267,14,-0.022278959138603695,18,-0.017736486229616724,21,-0.01520270248252862,33,-0.009535487594210147
Family117,Child,2,-0.1022671846164249,13,-0.032325981436920496,14,-0.022599280470553818,18,-0.01582216518663894,21,-0.015026873661238309,33,-0.007532383238056634
Family117,Mother,2,-0.0439276630048171,13,-0.027511309025394542,14,-0.01812851323127972,18,-0.013289407739929352,21,-0.011348378731931098,33,-0.006322139662953803
Family117,Father,2,-0.1022671846164249,13,-0.03401500597882173,14,-0.02416766040231925,18,-0.01900231711887848,21,-0.016287700387610127,33,-0.009729942119456174
Family118,Father,2,-0.1022671846164249,13,-0.030738754096003303,14,-0.021125426511130713,18,-0.016636135203509612,21,-0.014226293969489035,33,-0.008413715136569204
Family119,Child,2,-0.1022671846164249,13,-0.035896947835780076,14,-0.025915177840923422,18,-0.017284589709029366,21,-0.013888726168902106,33,-0.008217537074391294
Family119,Mother,2,-0.073097423810621,13,-0.029339723539151683,14,-0.019826326708339916,18,-0.012485897061301416,21,-0.01057457091709046,33,-0.0056213791457019975
Family119,Father,2,-0.073097423810621,13,-0.03584105405420149,14,-0.025863276472314733,18,-0.02122098259067714,21,-0.017763991769068364,33,-0.010431035389051976
Family120,Mother,2,-0.1022671846164249,13,-0.028847314155830493,14,-0.019369089423827392,18,-0.014096705693363699,21,-0.011964555727632987,33,-0.006488145108279252
Family121,Child,2,-0.1022671846164249,13,-0.042120025140161485,14,-0.035402600769713764,18,-0.02859580405550829,21,-0.025243198083923862,33,-0.016251933026510845
Family121,Mother,2,-0.08030335311401635,13,-0.028276108294482214,14,-0.018838683981146846,18,-0.012516202890995691,21,-0.00975899527972204,33,-0.0055276623671398194
Family121,Father,2,-0.073097423810621,13,-0.02056569912981449,14,-0.011679018328241099,18,-0.009404870778711676,21,-0.008793826703812475,33,-0.004000352480133004
Family122,Child,2,-0.073097423810621,13,-0.02738568303879308,14,-0.018011860529435507,18,-0.012189019705059968,21,-0.011180240069253868,33,-0.00495180025629699
Family123,Child,2,-0.08030335311401635,13,-0.03678799713898296,14,-0.026742580765326106,18,-0.019889994425759887,21,-0.017781075544139515,33,-0.01157767060753684
Family123,Mother,2,-0.08030335311401635,13,-0.030596675194417597,14,-0.020993496102515417,18,-0.014506501360571213,21,-0.012315809156667998,33,-0.006877821967321745
Family123,Father,2,-0.1022671846164249,13,-0.0378057169632691,14,-0.02768760631644895,18,-0.022268749037331264,21,-0.019820008068343546,33,-0.011652426788738141
Family124,Child,2,-0.08030335311401635,13,-0.03534301783685732,14,-0.025400814270495148,18,-0.020816636778338254,21,-0.017800289336281586,33,-0.009933805614656692
